Event Type,Organization Name,Facility Name,Direction,City,County,State,Create Time,Close Time,Event Description,Responding Organization Id,Latitude,Longitude
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Brutus,Cayuga,NY,2018-07-30 01:05:17,07/30/2018 04:35:20 AM,"Accident left shoulder on I-90 - NYS Thruway westbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 41 (I-90) - Waterloo (Rte 414) starting 2:23 AM, 07/30/2018 until further notice. [CARS CAD-182110024]",New York State Thruway-State Wide Operations Center - Albany,43.026457,-76.667427
accident,New York State Department of Transportation Region 3,I-690,Westbound,before Syracuse,Onondaga,NY,2018-07-29 06:29:29,07/29/2018 08:08:30 AM,Accident on I-690 westbound before Exit 13 - Townsend Street (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.0512,-76.1455
accident,New York State Department of Transportation Region 3,I-81,Northbound,before Onondaga,Onondaga,NY,2018-07-28 13:48:30,07/28/2018 03:52:32 PM,Accident on I-81 northbound before Exit 16 - US 11; Nedrow; Onondaga Nation (Onondaga) left lane closed,New York State Department of Transportation Region 3,42.952499,-76.138298
accident,New York State Department of Transportation Region 3,I-81,Southbound,just past Cicero,Onondaga,NY,2018-07-28 13:40:56,07/28/2018 03:25:29 PM,Accident on I-81 southbound just past Exit 29S - I-481 South; Dewitt (Cicero) left and center lanes closed,New York State Department of Transportation Region 3,43.137199,-76.116996
debris spill,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Brutus,Cayuga,NY,2018-07-28 10:05:29,07/28/2018 11:20:31 AM,"Debris on roadway on I-90 - NYS Thruway westbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 41 (I-90) - Waterloo (Rte 414) starting 11:08 AM, 07/28/2018 until further notice. [CARS CAD-182090197]",New York State Thruway-State Wide Operations Center - Albany,43.054346,-76.599047
vehicle fire,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Van Buren,Onondaga,NY,2018-07-27 17:05:30,07/27/2018 06:29:52 PM,"Vehicle on fire on I-90 - NYS Thruway eastbound between Exit 39 (I-90) - State Fair (I-690) and Exit 38 (I-90) - Liverpool (Rte 57) starting 6:24 PM, 07/27/2018 until further notice. [CARS CAD-182080494]",New York State Thruway-State Wide Operations Center - Albany,43.117663,-76.238875
"delays, stop and go traffic",New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,from Brutus,Cayuga,NY,2018-07-27 12:26:42,07/27/2018 02:29:48 PM,"Stop and go traffic, stopped traffic, delays on I-90 - NYS Thruway westbound from after Exit 40 (I-90) - Weedsport (Rte 34) to before Exit 42 (I-90) - Geneva (Rte 14) starting 1:34 PM, 07/27/2018 until further notice. [CARS CAD-182080290]",New York State Thruway-State Wide Operations Center - Albany,42.967966,-76.844303
accident,New York State Department of Transportation Region 3,I-81,Northbound,before Syracuse,Onondaga,NY,2018-07-27 10:41:32,07/27/2018 12:07:32 PM,Accident on I-81 northbound before Colvin Street; On Ramp (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.026401,-76.140098
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Salina,Onondaga,NY,2018-07-27 10:11:54,07/27/2018 11:41:32 AM,"Accident on I-90 - NYS Thruway eastbound between Exit 36 (I-90) - Syracuse (I-81) and Exit 35 (I-90) - Syracuse (Rte 298) starting 11:08 AM, 07/27/2018 until further notice. [CARS CAD-182080216]",New York State Thruway-State Wide Operations Center - Albany,43.093338,-76.130427
incident,New York State Department of Transportation Region 3,I-81,Southbound,before Cicero,Onondaga,NY,2018-07-26 15:58:24,07/26/2018 05:57:34 PM,Accident on I-81 southbound before Exit 29N - NY 481; North Syracuse; Oswego (Cicero) all lanes closed,New York State Department of Transportation Region 3,43.141998,-76.1119
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Salina,Onondaga,NY,2018-07-25 13:54:33,07/25/2018 04:06:44 PM,"Accident, left lane blocked on I-90 - NYS Thruway westbound between Exit 36 (I-90) - Syracuse (I-81) and Exit 37 (I-90) - Electronics Parkway starting 3:06 PM, 07/25/2018 until further notice. [CARS CAD-182060321]",New York State Thruway-State Wide Operations Center - Albany,43.095162,-76.168977
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Van Buren,Onondaga,NY,2018-07-24 11:58:30,07/24/2018 06:45:21 PM,"Accident on I-90 - NYS Thruway eastbound between Exit 39 (I-90) - State Fair (I-690) and Exit 38 (I-90) - Liverpool (Rte 57) starting 1:01 PM, 07/24/2018 until further notice. [CARS CAD-182050242]",New York State Thruway-State Wide Operations Center - Albany,43.107489,-76.287015
incident,New York State Department of Transportation Region 3,NY 48,Both directions,between Van Buren,Onondaga,NY,2018-07-24 11:47:25,07/24/2018 01:45:25 PM,Downed tree and Downed wires on NY 48 both directions between Village Boulevard North (Van Buren) and Van Buren Road; CR 159 (Van Buren) all lanes closed,New York State Department of Transportation Region 3,43.139701,-76.309501
incident,New York State Department of Transportation Region 3,NY 38A,Both directions,area of Moravia,Cayuga,NY,2018-07-24 04:05:33,07/24/2018 03:08:58 PM,Downed tree on NY 38A both directions area of West Cayuga Street; NY 38; Main Street; START ROUTE NY 38A (Moravia) all lanes closed between Williams St and Mt. Pleasant Rd,New York State Department of Transportation Region 3,42.713401,-76.421699
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Salina,Onondaga,NY,2018-07-23 19:48:32,07/24/2018 10:15:24 AM,"Accident, right shoulder closed on I-90 - NYS Thruway westbound between Exit 36 (I-90) - Syracuse (I-81) and Exit 37 (I-90) - Electronics Parkway starting 7:15 AM, 07/24/2018 until further notice. [CARS CAD-182040162]",New York State Thruway-State Wide Operations Center - Albany,43.102135,-76.181279
accident,New York State Department of Transportation Region 3,I-690,Eastbound,just past Geddes,Onondaga,NY,2018-07-23 16:52:38,07/23/2018 06:21:33 PM,Accident on I-690 eastbound just past Exit 5 - State Fair Boulevard; Van Vleck Road; CR 80 (Geddes) left lane closed,New York State Department of Transportation Region 3,43.1067,-76.253402
accident,New York State Department of Transportation Region 3,I-81,Northbound,just past Cicero,Onondaga,NY,2018-07-23 15:14:32,07/23/2018 05:36:33 PM,Accident on I-81 northbound just past Exit 30 - NY 31; Cicero; Bridgeport (Cicero) left lane closed,New York State Department of Transportation Region 3,43.172599,-76.114601
accident,New York State Department of Transportation Region 3,I-81,Northbound,just past Onondaga,Onondaga,NY,2018-07-23 09:48:34,07/23/2018 11:47:33 AM,Accident on I-81 northbound just past Exit 16 - US 11; Nedrow; Onondaga Nation (Onondaga) left lane closed,New York State Department of Transportation Region 3,42.952499,-76.138298
debris spill,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Van Buren,Onondaga,NY,2018-07-23 05:45:30,07/23/2018 08:36:32 AM,"Debris on roadway on I-90 - NYS Thruway westbound between Exit 39 (I-90) - State Fair (I-690) and Exit 40 (I-90) - Weedsport (Rte 34) starting 6:43 AM, 07/23/2018 until further notice. [CARS CAD-182040050]",New York State Thruway-State Wide Operations Center - Albany,43.078129,-76.474934
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Brutus,Cayuga,NY,2018-07-22 14:27:28,07/22/2018 04:21:30 PM,"Accident on I-90 - NYS Thruway westbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 41 (I-90) - Waterloo (Rte 414) starting 3:24 PM, 07/22/2018 until further notice. [CARS CAD-182030244]",New York State Thruway-State Wide Operations Center - Albany,42.972413,-76.816857
incident,New York State Department of Transportation Region 3,NY 695,Northbound,at Geddes,Onondaga,NY,2018-07-22 13:43:26,07/22/2018 02:55:26 PM,Accident on NY 695 northbound at I-690 West Exit (Geddes) exit ramp closed,New York State Department of Transportation Region 3,43.074401,-76.2303
disabled vehicle,New York State Department of Transportation Region 3,I-690,Eastbound,at Syracuse,Onondaga,NY,2018-07-22 10:26:39,07/22/2018 11:30:29 AM,Disabled vehicle on I-690 eastbound at Exit 14 - Teall Avenue (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.052101,-76.125801
debris spill,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between De Witt,Onondaga,NY,2018-07-22 08:48:26,07/22/2018 10:00:28 AM,"Debris on roadway on I-90 - NYS Thruway eastbound between Exit 34A (I-90) - East Syracuse (I-481) and Exit 34 (I-90) - Canastota (Rte 13) starting 9:46 AM, 07/22/2018 until further notice. [CARS CAD-182030090]",New York State Thruway-State Wide Operations Center - Albany,43.094654,-76.012152
disabled vehicle,New York State Department of Transportation Region 3,I-81,Northbound,just past Syracuse,Onondaga,NY,2018-07-20 16:00:32,07/20/2018 05:03:30 PM,Disabled vehicle on I-81 northbound just past I-690 (Syracuse) left lane closed,New York State Department of Transportation Region 3,43.053398,-76.151199
disabled vehicle,New York State Department of Transportation Region 3,I-81,Southbound,ramp to Syracuse,Onondaga,NY,2018-07-20 13:07:32,07/20/2018 02:12:36 PM,Disabled vehicle on I-81 southbound ramp to Exit 16A - I-481 (Syracuse) left lane closed,New York State Department of Transportation Region 3,43.003799,-76.133598
disabled vehicle,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Salina,Onondaga,NY,2018-07-19 01:42:20,07/19/2018 06:51:21 AM,"Disabled vehicle on I-90 - NYS Thruway westbound between Exit 37 (I-90) - Electronics Parkway and Exit 38 (I-90) - Liverpool (Rte 57) starting 2:40 AM, 07/19/2018 until further notice. [CARS NYSTA4-4341]",New York State Thruway-State Wide Operations Center - Albany,43.105197,-76.188156
accident,New York State Department of Transportation Region 3,I-690,Westbound,at Geddes,Onondaga,NY,2018-07-18 19:08:19,07/18/2018 08:42:19 PM,Accident on I-690 westbound at Exit 7 - ROUTE 297; Solvay-Fairgrounds (Geddes) right lane closed,New York State Department of Transportation Region 3,43.0764,-76.214302
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Salina,Onondaga,NY,2018-07-18 18:27:20,07/18/2018 10:54:21 PM,"Accident on I-90 - NYS Thruway westbound between Exit 37 (I-90) - Electronics Parkway and Exit 38 (I-90) - Liverpool (Rte 57) starting 7:26 PM, 07/18/2018 until further notice. [CARS CAD-181990436]",New York State Thruway-State Wide Operations Center - Albany,43.102216,-76.181442
incident,New York State Department of Transportation Region 3,I-690,Westbound,at Syracuse,Onondaga,NY,2018-07-18 16:10:35,07/18/2018 07:32:18 PM,Accident on I-690 westbound at Exit 15 - Midler Avenue (Syracuse) all lanes closed,New York State Department of Transportation Region 3,43.0568,-76.108596
accident,New York State Department of Transportation Region 3,NY 695,Northbound,before Geddes,Onondaga,NY,2018-07-18 14:21:22,07/18/2018 04:14:20 PM,Accident on NY 695 northbound before I-690 East; State Fair Boulevard Exit (Geddes) right lane closed,New York State Department of Transportation Region 3,43.079799,-76.224403
accident,New York State Department of Transportation Region 3,I-690,Westbound,before Geddes,Onondaga,NY,2018-07-17 17:27:17,07/17/2018 07:14:15 PM,Accident on I-690 westbound before Exit 7 - ROUTE 297; Solvay-Fairgrounds (Geddes) left lane closed,New York State Department of Transportation Region 3,43.0764,-76.214302
accident,New York State Department of Transportation Region 3,I-81,Northbound,at Cicero,Onondaga,NY,2018-07-17 16:36:15,07/17/2018 06:15:16 PM,Accident on I-81 northbound at Exit 29S - I-481 South; Dewitt (Cicero) right lane closed,New York State Department of Transportation Region 3,43.137199,-76.116996
disabled vehicle,New York State Department of Transportation Region 3,I-81,Southbound,at Syracuse,Onondaga,NY,2018-07-17 15:43:17,07/17/2018 04:54:18 PM,Disabled vehicle on I-81 southbound at Exit 18 - Adams Street; Harrison Street (Syracuse) left lane closed,New York State Department of Transportation Region 3,43.039398,-76.142097
accident,New York State Department of Transportation Region 3,936C; I-690 EB Service Road Thompson-Bridge,Eastbound,at De Witt,Onondaga,NY,2018-07-17 09:49:18,07/17/2018 10:51:18 AM,Accident on 936C; I-690 EB Service Road Thompson-Bridge eastbound at Bridge Street; Ramp (De Witt) right lane closed,New York State Department of Transportation Region 3,43.055999,-76.066902
accident,New York State Department of Transportation Region 3,I-690,Eastbound,before Syracuse,Onondaga,NY,2018-07-17 04:59:13,07/17/2018 06:33:13 AM,Accident on I-690 eastbound before Exit 16N and Exit 16S - NY 635 Thompson Road (Syracuse) left lane closed,New York State Department of Transportation Region 3,43.058998,-76.088096
debris spill,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Van Buren,Onondaga,NY,2018-07-17 04:36:16,07/17/2018 05:45:14 AM,"Debris on roadway on I-90 - NYS Thruway eastbound between Exit 39 (I-90) - State Fair (I-690) and Exit 38 (I-90) - Liverpool (Rte 57) starting 5:34 AM, 07/17/2018 until further notice. [CARS CAD-181980026]",New York State Thruway-State Wide Operations Center - Albany,43.118154,-76.229083
debris spill,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,from Van Buren,Onondaga,NY,2018-07-17 02:15:16,07/17/2018 03:30:14 AM,"Debris on roadway on I-90 - NYS Thruway westbound from after Exit 39 (I-90) - State Fair (I-690) to before Exit 41 (I-90) - Waterloo (Rte 414) starting 3:12 AM, 07/17/2018 until further notice. [CARS CAD-181980016]",New York State Thruway-State Wide Operations Center - Albany,43.062007,-76.560934
accident,New York State Department of Transportation Region 3,I-690,Eastbound,between Geddes,Onondaga,NY,2018-07-15 18:39:13,07/15/2018 08:12:14 PM,Accident on I-690 eastbound between Exit 7 - ROUTE 297; Solvay-Fairgrounds (Geddes) and Exit 8 - Hiawatha Boulevard (Syracuse) right and left lanes closed,New York State Department of Transportation Region 3,43.0764,-76.214302
accident,New York State Department of Transportation Region 3,I-690,Westbound,just past Syracuse,Onondaga,NY,2018-07-15 18:23:14,07/15/2018 07:42:13 PM,Accident on I-690 westbound just past Exit 14 - Teall Avenue (Syracuse) right and center lanes closed,New York State Department of Transportation Region 3,43.052101,-76.125801
incident,New York State Department of Transportation Region 3,I-690,Westbound,at Syracuse,Onondaga,NY,2018-07-15 16:34:14,07/15/2018 06:05:15 PM,Accident on I-690 westbound at Exit 8 - Hiawatha Boulevard (Syracuse) entrance ramp closed,New York State Department of Transportation Region 3,43.059398,-76.185501
"delays, stop and go traffic, traffic congestion",New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,from Van Buren,Onondaga,NY,2018-07-15 16:03:15,07/15/2018 07:21:14 PM,"Slow traffic, stop and go traffic, delays on I-90 - NYS Thruway westbound from after Exit 39 (I-90) - State Fair (I-690) to before Exit 40 (I-90) - Weedsport (Rte 34) starting 6:10 PM, 07/15/2018 until further notice. [CARS CAD-181960373]",New York State Thruway-State Wide Operations Center - Albany,43.088327,-76.347831
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Van Buren,Onondaga,NY,2018-07-15 15:33:15,07/15/2018 06:09:14 PM,"Accident, left lane blocked on I-90 - NYS Thruway westbound between Exit 39 (I-90) - State Fair (I-690) and Exit 40 (I-90) - Weedsport (Rte 34) starting 4:51 PM, 07/15/2018 until further notice. [CARS CAD-181960351]",New York State Thruway-State Wide Operations Center - Albany,43.08408,-76.432192
accident,New York State Department of Transportation Region 3,I-690,Westbound,before Syracuse,Onondaga,NY,2018-07-13 21:56:23,07/13/2018 11:06:33 PM,Accident on I-690 westbound before I-81 Northbound (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.0512,-76.145698
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between De Witt,Onondaga,NY,2018-07-13 19:00:25,07/13/2018 08:12:24 PM,"Accident on I-90 - NYS Thruway eastbound between Exit 34A (I-90) - East Syracuse (I-481) and Exit 34 (I-90) - Canastota (Rte 13) starting 7:57 PM, 07/13/2018 until further notice. [CARS CAD-181940625]",New York State Thruway-State Wide Operations Center - Albany,43.09345,-75.973159
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Brutus,Cayuga,NY,2018-07-13 16:45:26,07/13/2018 08:42:24 PM,"Accident on I-90 - NYS Thruway westbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 41 (I-90) - Waterloo (Rte 414) starting 5:42 PM, 07/13/2018 until further notice. [CARS CAD-181940530]",New York State Thruway-State Wide Operations Center - Albany,42.986005,-76.770621
debris spill,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between De Witt,Onondaga,NY,2018-07-11 14:57:22,07/11/2018 04:18:21 PM,"Debris on roadway on I-90 - NYS Thruway westbound between Exit 35 (I-90) - Syracuse (Rte 298) and Exit 36 (I-90) - Syracuse (I-81) starting 3:54 PM, 07/11/2018 until further notice. [CARS CAD-181920379]",New York State Thruway-State Wide Operations Center - Albany,43.093338,-76.130427
accident,New York State Department of Transportation Region 3,I-690,Westbound,at Syracuse,Onondaga,NY,2018-07-10 16:55:23,07/10/2018 06:46:20 PM,Accident on I-690 westbound at Exit 14 - Teall Avenue (Syracuse) left lane closed,New York State Department of Transportation Region 3,43.052101,-76.125801
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Van Buren,Onondaga,NY,2018-07-10 02:09:18,07/10/2018 03:45:21 AM,"Accident on I-90 - NYS Thruway eastbound between Exit 39 (I-90) - State Fair (I-690) and Exit 38 (I-90) - Liverpool (Rte 57) starting 3:07 AM, 07/10/2018 until 4:07 AM, 07/10/2018. [CARS CAD-181910022]",New York State Thruway-State Wide Operations Center - Albany,43.107646,-76.286456
disabled vehicle,New York State Department of Transportation Region 3,I-81,Southbound,at Syracuse,Onondaga,NY,2018-07-08 11:52:14,07/08/2018 02:07:15 PM,Disabled vehicle on I-81 southbound at Exit 17 - South Salina Street; Brighton Avenue; State Street (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.02,-76.140296
accident,New York State Department of Transportation Region 3,I-81,Southbound,just past Cicero,Onondaga,NY,2018-07-06 07:31:22,07/06/2018 10:25:24 AM,Accident on I-81 southbound just past Exit 31 - US 11; Bartell Road; Brewerton (Cicero) right and center lanes closed,New York State Department of Transportation Region 3,43.2318,-76.128799
incident,New York State Department of Transportation Region 3,US 20,Both directions,area of Aurelius,Cayuga,NY,2018-07-04 03:02:29,07/04/2018 08:15:16 AM,Overturned tractor trailer on US 20 both directions area of Clark Street Road; US 20 (Aurelius) all lanes closed at Cayuga Road,New York State Department of Transportation Region 3,42.936599,-76.672203
accident,New York State Department of Transportation Region 3,I-690,Eastbound,before Syracuse,Onondaga,NY,2018-07-03 15:11:15,07/03/2018 04:23:16 PM,Accident on I-690 eastbound before Exit 11 and Exit 12 - West Street Arterial; West Genesee Street (Syracuse) Geddes St Entrance ramp Closed,New York State Department of Transportation Region 3,43.055301,-76.163002
incident,New York State Department of Transportation Region 3,I-81,Southbound,at Syracuse,Onondaga,NY,2018-07-03 09:56:15,07/03/2018 11:26:16 AM,Accident on I-81 southbound at Exit 19 - Salina Street; Clinton Street (Syracuse) all lanes closed,New York State Department of Transportation Region 3,43.0524,-76.1502
incident,New York State Department of Transportation Region 3,US 11,Both directions,area of Cicero,Onondaga,NY,2018-07-03 02:50:13,07/03/2018 05:22:14 AM,Downed wires on US 11 both directions area of NY 31; Cicero (Cicero) all lanes closed between NY-31 and Meltzer Court,New York State Department of Transportation Region 3,43.175498,-76.1193
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Van Buren,Onondaga,NY,2018-07-02 21:15:15,07/03/2018 05:12:13 AM,"Accident on I-90 - NYS Thruway westbound between Exit 39 (I-90) - State Fair (I-690) and Exit 40 (I-90) - Weedsport (Rte 34) starting 10:13 PM, 07/02/2018 until further notice. [CARS CAD-181830603]",New York State Thruway-State Wide Operations Center - Albany,43.088201,-76.345859
accident,New York State Department of Transportation Region 3,I-690,Westbound,at Syracuse,Onondaga,NY,2018-07-02 11:15:17,07/02/2018 12:18:17 PM,Accident on I-690 westbound at Exit 11 - West Street (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.054125,-76.153247
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Salina,Onondaga,NY,2018-07-02 10:39:17,07/02/2018 12:54:19 PM,"Accident on I-90 - NYS Thruway westbound between Exit 38 (I-90) - Liverpool (Rte 57) and Exit 39 (I-90) - State Fair (I-690) starting 11:36 AM, 07/02/2018 until further notice. [CARS CAD-181830192]",New York State Thruway-State Wide Operations Center - Albany,43.114677,-76.249982
accident,New York State Department of Transportation Region 3,I-81,Southbound,at Syracuse,Onondaga,NY,2018-07-02 05:53:12,07/02/2018 07:01:14 AM,Accident on I-81 southbound at Exit 18 - Adams Street; Harrison Street (Syracuse) right shoulder closed,New York State Department of Transportation Region 3,43.039398,-76.142097
accident,New York State Department of Transportation Region 3,I-81,Northbound,just past Syracuse,Onondaga,NY,2018-07-01 23:16:15,07/02/2018 12:38:14 AM,Accident on I-81 northbound just past Exit 23 - NY 370 East; Park Street; Hiawatha Boulevard (Syracuse) right and center lanes closed,New York State Department of Transportation Region 3,43.068298,-76.166702
accident,New York State Department of Transportation Region 3,I-690,Westbound,before Syracuse,Onondaga,NY,2018-07-01 17:47:14,07/01/2018 06:50:13 PM,Accident on I-690 westbound before Exit 14 - Teall Avenue (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.052101,-76.125801
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between De Witt,Onondaga,NY,2018-07-01 13:45:15,07/01/2018 02:48:14 PM,"Accident on I-90 - NYS Thruway eastbound between Exit 34A (I-90) - East Syracuse (I-481) and Exit 34 (I-90) - Canastota (Rte 13) starting 2:43 PM, 07/01/2018 until further notice. [CARS CAD-181820316]",New York State Thruway-State Wide Operations Center - Albany,43.094524,-76.006203
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Salina,Onondaga,NY,2018-07-01 08:57:14,07/01/2018 11:00:16 AM,"Accident on I-90 - NYS Thruway westbound between Exit 37 (I-90) - Electronics Parkway and Exit 38 (I-90) - Liverpool (Rte 57) starting 9:53 AM, 07/01/2018 until further notice. [CARS CAD-181820155]",New York State Thruway-State Wide Operations Center - Albany,43.106662,-76.191536
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Brutus,Cayuga,NY,2018-06-28 10:14:28,06/28/2018 01:23:26 PM,"Accident on I-90 - NYS Thruway westbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 41 (I-90) - Waterloo (Rte 414) starting 11:13 AM, 06/28/2018 until further notice. [CARS CAD-181790218]",New York State Thruway-State Wide Operations Center - Albany,43.039184,-76.632111
accident,New York State Department of Transportation Region 3,I-690,Eastbound,before Syracuse,Onondaga,NY,2018-06-28 07:04:24,06/28/2018 08:44:23 AM,Accident on I-690 eastbound before Exit 11 and Exit 12 - West Street Arterial; West Genesee Street (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.055301,-76.163002
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Van Buren,Onondaga,NY,2018-06-27 19:14:24,06/27/2018 10:23:21 PM,"Accident on I-90 - NYS Thruway westbound between Exit 39 (I-90) - State Fair (I-690) and Exit 40 (I-90) - Weedsport (Rte 34) starting 8:11 PM, 06/27/2018 until further notice. [CARS CAD-181780407]",New York State Thruway-State Wide Operations Center - Albany,43.089715,-76.328317
accident,New York State Department of Transportation Region 3,I-690,Eastbound,just past Syracuse,Onondaga,NY,2018-06-27 15:31:24,06/27/2018 04:52:20 PM,Accident on I-690 eastbound just past I-81 Southbound (Syracuse) left lane closed,New York State Department of Transportation Region 3,43.0513,-76.149002
accident,New York State Department of Transportation Region 3,I-481,Southbound,at De Witt,Onondaga,NY,2018-06-27 11:57:26,06/27/2018 01:44:25 PM,Accident on I-481 southbound at Exit 5E - Kirkville Road; CR 53 (De Witt) left lane closed,New York State Department of Transportation Region 3,43.072498,-76.053298
accident,New York State Department of Transportation Region 3,I-481,Southbound,just past De Witt,Onondaga,NY,2018-06-27 07:59:30,06/27/2018 09:07:30 AM,Accident on I-481 southbound just past Exit 4 - I-690 (De Witt) right lane closed,New York State Department of Transportation Region 3,43.0517,-76.049896
accident,New York State Department of Transportation Region 3,I-690,Eastbound,just past Geddes,Onondaga,NY,2018-06-27 05:10:18,06/27/2018 06:50:19 AM,Accident on I-690 eastbound just past Exit 7 - ROUTE 297; Solvay-Fairgrounds (Geddes) right lane closed,New York State Department of Transportation Region 3,43.0764,-76.214302
accident,New York State Department of Transportation Region 3,I-481,Northbound,at De Witt,Onondaga,NY,2018-06-25 15:45:20,06/25/2018 05:12:19 PM,Accident on I-481 northbound at Exit 5E - Kirkville Road; CR 53 (De Witt) left lane closed,New York State Department of Transportation Region 3,43.072498,-76.053298
debris spill,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Van Buren,Onondaga,NY,2018-06-25 15:20:21,06/25/2018 04:53:22 PM,"Debris on roadway on I-90 - NYS Thruway eastbound between Exit 39 (I-90) - State Fair (I-690) and Exit 38 (I-90) - Liverpool (Rte 57) starting 4:17 PM, 06/25/2018 until further notice. [CARS CAD-181760394]",New York State Thruway-State Wide Operations Center - Albany,43.109517,-76.276817
debris spill,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between De Witt,Onondaga,NY,2018-06-25 07:17:20,06/25/2018 08:47:19 AM,"Debris on roadway on I-90 - NYS Thruway eastbound between Exit 34A (I-90) - East Syracuse (I-481) and Exit 34 (I-90) - Canastota (Rte 13) starting 8:14 AM, 06/25/2018 until 8:44 AM, 06/25/2018. [CARS CAD-181760094]",New York State Thruway-State Wide Operations Center - Albany,43.09345,-75.973159
accident,New York State Department of Transportation Region 3,I-690,Eastbound,before Geddes,Onondaga,NY,2018-06-25 06:50:19,06/25/2018 08:59:24 AM,Accident on I-690 eastbound before Exit 6 - NY 695 (Geddes) left lane closed,New York State Department of Transportation Region 3,43.084999,-76.228996
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Salina,Onondaga,NY,2018-06-24 22:29:47,06/25/2018 12:56:34 AM,"Accident, right lane blocked on I-90 - NYS Thruway westbound between Exit 37 (I-90) - Electronics Parkway and Exit 38 (I-90) - Liverpool (Rte 57) starting 11:27 PM, 06/24/2018 until further notice. [CARS NYSTA4-4303]",New York State Thruway-State Wide Operations Center - Albany,43.107393,-76.193227
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between De Witt,Onondaga,NY,2018-06-24 14:23:53,06/24/2018 03:56:54 PM,"Accident on I-90 - NYS Thruway eastbound between Exit 34A (I-90) - East Syracuse (I-481) and Exit 34 (I-90) - Canastota (Rte 13) starting 3:21 PM, 06/24/2018 until further notice. [CARS CAD-181750284]",New York State Thruway-State Wide Operations Center - Albany,43.094915,-76.043357
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between De Witt,Onondaga,NY,2018-06-24 01:14:29,06/24/2018 02:44:37 AM,"Accident on I-90 - NYS Thruway westbound between Exit 35 (I-90) - Syracuse (Rte 298) and Exit 36 (I-90) - Syracuse (I-81) starting 2:12 AM, 06/24/2018 until further notice. [CARS CAD-181750021]",New York State Thruway-State Wide Operations Center - Albany,43.093261,-76.163977
